t,x_x(t) [cube 2],x_y(t) [cube 2],x_z(t) [cube 2],F(t) [cube 2]
9.340024,23.62409,-288.748,-1.130795E-05,75.26083
9.360024,23.66658,-290.2566,-1.133743E-05,75.45695
9.380025,23.70907,-291.769,-1.13669E-05,75.65307
9.400025,23.75155,-293.2854,-1.139638E-05,75.84919
9.420026,23.79404,-294.8057,-1.142585E-05,76.04531
9.440026,23.83653,-296.33,-1.145533E-05,76.24143
9.460027,23.87902,-297.8581,-1.14848E-05,76.43755
9.480027,23.92151,-299.3902,-1.151428E-05,76.63367
9.500028,23.96399,-300.9262,-1.154375E-05,76.8298
9.520028,24.00648,-302.4662,-1.157323E-05,77.02592
9.540029,24.04897,-304.01,-1.16027E-05,77.22205
9.560029,24.09146,-305.5578,-1.163218E-05,77.41817
9.580029,24.13395,-307.1095,-1.166165E-05,77.61429
9.60003,24.17644,-308.6651,-1.169113E-05,77.81042
9.62003,24.21892,-310.2247,-1.17206E-05,78.00654
9.640031,24.26141,-311.7881,-1.175007E-05,78.20267
9.660031,24.3039,-313.3556,-1.177955E-05,78.39879
9.680032,24.34639,-314.9269,-1.180902E-05,78.59492
9.700032,24.38888,-316.5021,-1.18385E-05,78.79105
9.720033,24.43136,-318.0813,-1.186797E-05,78.98717
9.740033,24.47385,-319.6644,-1.189745E-05,79.1833
9.760034,24.51634,-321.2514,-1.192692E-05,79.37943
9.780034,24.55883,-322.8423,-1.19564E-05,79.57555
9.800035,24.60132,-324.4372,-1.198587E-05,79.77168
9.820035,24.6438,-326.036,-1.201535E-05,79.9678
9.840035,24.68629,-327.6387,-1.204482E-05,80.16393
9.860036,24.72878,-329.2454,-1.20743E-05,80.36006
9.880036,24.77127,-330.8559,-1.210377E-05,80.55619
9.900037,24.81376,-332.4704,-1.213325E-05,80.75232
9.920037,24.85625,-334.0888,-1.216272E-05,80.94845
9.940038,24.89873,-335.7112,-1.21922E-05,81.14458
9.960038,24.94122,-337.3374,-1.222167E-05,81.34071
9.980039,24.98371,-338.9676,-1.225115E-05,81.53684
10.00004,25.0262,-340.6017,-1.228062E-05,81.73297
10.02004,25.06869,-342.2397,-1.23101E-05,81.92911
10.04004,25.11117,-343.8817,-1.233957E-05,82.12524
10.06004,25.15366,-345.5276,-1.236905E-05,82.32137
10.08004,25.19615,-347.1774,-1.239852E-05,82.5175
10.10004,25.23864,-348.8311,-1.2428E-05,82.71363
10.12004,25.28113,-350.4888,-1.245747E-05,82.90977
10.14004,25.32361,-352.1503,-1.248695E-05,83.1059
10.16004,25.3661,-353.8158,-1.251642E-05,83.30203
10.18004,25.40859,-355.4853,-1.25459E-05,83.49817
10.20004,25.45108,-357.1586,-1.257537E-05,83.69431
10.22004,25.49357,-358.8359,-1.260485E-05,83.89043
10.24004,25.53605,-360.5171,-1.263432E-05,84.08657
10.26005,25.57854,-362.2022,-1.26638E-05,84.28271
10.28005,25.62103,-363.8912,-1.269327E-05,84.47884
10.30005,25.66352,-365.5842,-1.272275E-05,84.67498
10.32005,25.70601,-367.2811,-1.275222E-05,84.87111
10.34005,25.7485,-368.9819,-1.27817E-05,85.06725
10.36005,25.79098,-370.6866,-1.281117E-05,85.26338
10.38005,25.83347,-372.3953,-1.284065E-05,85.45952
10.40005,25.87596,-374.1079,-1.287012E-05,85.65566
10.42005,25.91845,-375.8244,-1.28996E-05,85.8518
10.44005,25.96094,-377.5448,-1.292907E-05,86.04794
10.46005,26.00342,-379.2692,-1.295855E-05,86.24407
10.48005,26.04591,-380.9975,-1.298802E-05,86.44021
10.50005,26.0884,-382.7297,-1.30175E-05,86.63634
10.52005,26.13089,-384.4658,-1.304697E-05,86.83249
10.54005,26.17338,-386.2059,-1.307645E-05,87.02863
10.56005,26.21586,-387.9499,-1.310592E-05,87.22476
10.58005,26.25835,-389.6978,-1.31354E-05,87.42091
10.60005,26.30084,-391.4496,-1.316487E-05,87.61704
10.62005,26.34333,-393.2053,-1.319435E-05,87.81319
10.64005,26.38582,-394.965,-1.322382E-05,88.00932
10.66005,26.4283,-396.7286,-1.32533E-05,88.20547
10.68005,26.47079,-398.4961,-1.328277E-05,88.4016
10.70006,26.51328,-400.2676,-1.331224E-05,88.59775
10.72006,26.55577,-402.0429,-1.334172E-05,88.79388
10.74006,26.59826,-403.8222,-1.337119E-05,88.99003
10.76006,26.64075,-405.6054,-1.340067E-05,89.18617
10.78006,26.68323,-407.3926,-1.343014E-05,89.38232
10.80006,26.72572,-409.1837,-1.345962E-05,89.57845
10.82006,26.76821,-410.9786,-1.348909E-05,89.7746
10.84006,26.8107,-412.7776,-1.351857E-05,89.97074
10.86006,26.85319,-414.5804,-1.354804E-05,90.16689
10.88006,26.89567,-416.3871,-1.357752E-05,90.36303
10.90006,26.93816,-418.1978,-1.360699E-05,90.55917
10.92006,26.98065,-420.0125,-1.363647E-05,90.75531
10.94006,27.02314,-421.831,-1.366594E-05,90.95145
10.96006,27.06563,-423.6534,-1.369542E-05,91.1476
10.98006,27.10811,-425.4798,-1.372489E-05,91.34374
11.00006,27.1506,-427.3101,-1.375437E-05,91.53989
11.02006,27.19309,-429.1443,-1.378384E-05,91.73604
11.04006,27.23558,-430.9825,-1.381332E-05,91.93218
11.06006,27.27807,-432.8246,-1.384279E-05,92.12833
11.08006,27.32055,-434.6706,-1.387227E-05,92.32447
11.10006,27.36304,-436.5205,-1.390174E-05,92.52061
11.12006,27.40553,-438.3744,-1.393122E-05,92.71676
11.14007,27.44802,-440.2321,-1.396069E-05,92.91291
11.16007,27.49051,-442.0938,-1.399017E-05,93.10905
11.18007,27.533,-443.9594,-1.401964E-05,93.3052
11.20007,27.57548,-445.829,-1.404912E-05,93.50135
11.22007,27.61797,-447.7025,-1.407859E-05,93.69749
11.24007,27.66046,-449.5798,-1.410807E-05,93.89364
11.26007,27.70295,-451.4612,-1.413754E-05,94.08979
11.28007,27.74544,-453.3464,-1.416702E-05,94.28593
11.30007,27.78792,-455.2356,-1.419649E-05,94.48209
11.32007,27.83041,-457.1287,-1.422597E-05,94.67823
11.34007,27.8729,-459.0257,-1.425544E-05,94.87438
11.36007,27.91539,-460.9266,-1.428492E-05,95.07053
11.38007,27.95788,-462.8315,-1.431439E-05,95.26668
11.40007,28.00036,-464.7402,-1.434387E-05,95.46283
11.42007,28.04285,-466.653,-1.437334E-05,95.65897
11.44007,28.08534,-468.5696,-1.440282E-05,95.85513
11.46007,28.12783,-470.4901,-1.443229E-05,96.05128
11.48007,28.17032,-472.4146,-1.446177E-05,96.24742
11.50007,28.2128,-474.343,-1.449124E-05,96.44357
11.52007,28.25529,-476.2754,-1.452072E-05,96.63972
11.54007,28.29778,-478.2116,-1.455019E-05,96.83588
11.56007,28.34027,-480.1518,-1.457967E-05,97.03203
11.58008,28.38276,-482.0959,-1.460914E-05,97.22817
11.60008,28.42525,-484.0439,-1.463862E-05,97.42432
11.62008,28.46773,-485.9958,-1.466809E-05,97.62048
11.64008,28.51022,-487.9517,-1.469757E-05,97.81663
11.66008,28.55271,-489.9115,-1.472704E-05,98.01278
11.68008,28.5952,-491.8752,-1.475652E-05,98.20893
11.70008,28.63769,-493.8429,-1.478599E-05,98.40508
11.72008,28.68017,-495.8145,-1.481546E-05,98.60123
11.74008,28.72266,-497.7899,-1.484494E-05,98.79739
11.76008,28.76515,-499.7693,-1.487441E-05,98.99354
11.78008,28.80764,-501.7527,-1.490389E-05,99.18969
11.80008,28.85013,-503.74,-1.493336E-05,99.38584
11.82008,28.89261,-505.7311,-1.496284E-05,99.58199
11.84008,28.9351,-507.7263,-1.499231E-05,99.77815
11.86008,28.97759,-509.7253,-1.502179E-05,99.9743
11.88008,29.02008,-511.7282,-1.505126E-05,100.1705
11.90008,29.06257,-513.7351,-1.508074E-05,100.3666
11.92008,29.10505,-515.7459,-1.511021E-05,100.5628
11.94008,29.14754,-517.7606,-1.513969E-05,100.7589
11.96008,29.19003,-519.7793,-1.516916E-05,100.9551
11.98008,29.23252,-521.8019,-1.519864E-05,101.1512
12.00008,29.27501,-523.8284,-1.522811E-05,101.3474
12.02009,29.3175,-525.8588,-1.525759E-05,101.5435
12.04009,29.35998,-527.8931,-1.528706E-05,101.7397
12.06009,29.40247,-529.9314,-1.531654E-05,101.9358
12.08009,29.44496,-531.9736,-1.534601E-05,102.132
12.10009,29.48745,-534.0197,-1.537549E-05,102.3282
12.12009,29.52994,-536.0698,-1.540496E-05,102.5243
12.14009,29.57242,-538.1237,-1.543444E-05,102.7205
12.16009,29.61491,-540.1816,-1.546391E-05,102.9166
12.18009,29.6574,-542.2435,-1.549339E-05,103.1128
12.20009,29.69989,-544.3092,-1.552286E-05,103.3089
12.22009,29.74238,-546.3788,-1.555234E-05,103.5051
12.24009,29.78486,-548.4525,-1.558181E-05,103.7012
12.26009,29.82735,-550.53,-1.561129E-05,103.8974
12.28009,29.86984,-552.6114,-1.564076E-05,104.0936
12.30009,29.91233,-554.6968,-1.567024E-05,104.2897
12.32009,29.95482,-556.7861,-1.569971E-05,104.4859
12.34009,29.9973,-558.8793,-1.572919E-05,104.682
12.36009,30.03979,-560.9764,-1.575866E-05,104.8782
12.38009,30.08228,-563.0775,-1.578814E-05,105.0743
12.40009,30.12477,-565.1824,-1.581761E-05,105.2705
12.42009,30.16726,-567.2913,-1.584709E-05,105.4667
12.44009,30.20975,-569.4042,-1.587656E-05,105.6628
12.4601,30.25223,-571.5209,-1.590604E-05,105.859
12.4801,30.29472,-573.6416,-1.593551E-05,106.0551
12.5001,30.33721,-575.7662,-1.596499E-05,106.2513
12.5201,30.3797,-577.8947,-1.599446E-05,106.4474
12.5401,30.42219,-580.0272,-1.602394E-05,106.6436
12.5601,30.46467,-582.1635,-1.605341E-05,106.8398
12.5801,30.50716,-584.3038,-1.608289E-05,107.0359
12.6001,30.54965,-586.4481,-1.611236E-05,107.2321
12.6201,30.59214,-588.5962,-1.614184E-05,107.4282
12.6401,30.63463,-590.7482,-1.617131E-05,107.6244
12.6601,30.67711,-592.9042,-1.620079E-05,107.8206
12.6801,30.7196,-595.0641,-1.623026E-05,108.0167
12.7001,30.76209,-597.228,-1.625974E-05,108.2129
12.7201,30.80458,-599.3958,-1.628921E-05,108.409
12.7401,30.84707,-601.5674,-1.631869E-05,108.6052
12.7601,30.88955,-603.743,-1.634816E-05,108.8014
12.7801,30.93204,-605.9226,-1.637763E-05,108.9975
12.8001,30.97453,-608.1061,-1.640711E-05,109.1937
12.8201,31.01702,-610.2935,-1.643658E-05,109.3898
12.8401,31.05951,-612.4847,-1.646606E-05,109.586
12.8601,31.102,-614.68,-1.649553E-05,109.7822
12.88011,31.14448,-616.8792,-1.652501E-05,109.9783
12.90011,31.18697,-619.0822,-1.655448E-05,110.1745
12.92011,31.22946,-621.2892,-1.658396E-05,110.3706
12.94011,31.27195,-623.5002,-1.661343E-05,110.5668
12.96011,31.31444,-625.715,-1.664291E-05,110.763
12.98011,31.35692,-627.9338,-1.667238E-05,110.9591
13.00011,31.39941,-630.1565,-1.670186E-05,111.1553
13.02011,31.4419,-632.3831,-1.673133E-05,111.3514
13.04011,31.48439,-634.6136,-1.676081E-05,111.5476
13.06011,31.52688,-636.8481,-1.679028E-05,111.7438
13.08011,31.56936,-639.0865,-1.681976E-05,111.9399
13.10011,31.61185,-641.3289,-1.684923E-05,112.1361
13.12011,31.65434,-643.5751,-1.687871E-05,112.3323
13.14011,31.69683,-645.8253,-1.690818E-05,112.5284
13.16011,31.73932,-648.0793,-1.693766E-05,112.7246
13.18011,31.78181,-650.3373,-1.696713E-05,112.9208
13.20011,31.82429,-652.5993,-1.699661E-05,113.1169
13.22011,31.86678,-654.8652,-1.702608E-05,113.3131
13.24011,31.90927,-657.1349,-1.705556E-05,113.5092
13.26011,31.95176,-659.4086,-1.708503E-05,113.7054
13.28011,31.99425,-661.6863,-1.711451E-05,113.9016
13.30011,32.03674,-663.9678,-1.714398E-05,114.0977
13.32012,32.07922,-666.2533,-1.717346E-05,114.2939
13.34012,32.12171,-668.5427,-1.720293E-05,114.4901
13.36012,32.1642,-670.8361,-1.723241E-05,114.6862
13.38012,32.20669,-673.1333,-1.726188E-05,114.8824
13.40012,32.24918,-675.4345,-1.729136E-05,115.0785
13.42012,32.29166,-677.7396,-1.732083E-05,115.2747
13.44012,32.33415,-680.0486,-1.735031E-05,115.4709
13.46012,32.37664,-682.3616,-1.737978E-05,115.667
13.48012,32.41913,-684.6785,-1.740926E-05,115.8632
13.50012,32.46162,-686.9993,-1.743873E-05,116.0594
13.52012,32.5041,-689.324,-1.746821E-05,116.2555
13.54012,32.54659,-691.6526,-1.749768E-05,116.4517
13.56012,32.58908,-693.9852,-1.752716E-05,116.6479
13.58012,32.63157,-696.3217,-1.755663E-05,116.844
13.60012,32.67406,-698.6621,-1.758611E-05,117.0402
13.62012,32.71655,-701.0065,-1.761558E-05,117.2364
13.64012,32.75903,-703.3547,-1.764506E-05,117.4325
13.66012,32.80152,-705.7069,-1.767453E-05,117.6287
13.68012,32.84401,-708.063,-1.770401E-05,117.8249
13.70012,32.8865,-710.4231,-1.773348E-05,118.021
13.72012,32.92899,-712.787,-1.776296E-05,118.2172
13.74012,32.97147,-715.1549,-1.779243E-05,118.4134
13.76013,33.01396,-717.5267,-1.782191E-05,118.6095
13.78013,33.05645,-719.9025,-1.785138E-05,118.8057
13.80013,33.09894,-722.2821,-1.788086E-05,119.0019
13.82013,33.14143,-724.6657,-1.791033E-05,119.198
13.84013,33.18391,-727.0532,-1.79398E-05,119.3942
13.86013,33.2264,-729.4446,-1.796928E-05,119.5903
13.88013,33.26889,-731.84,-1.799875E-05,119.7865
13.90013,33.31138,-734.2393,-1.802823E-05,119.9827
13.92013,33.35387,-736.6425,-1.80577E-05,120.1788
13.94013,33.39635,-739.0496,-1.808718E-05,120.375
13.96013,33.43884,-741.4606,-1.811665E-05,120.5712
13.98013,33.48133,-743.8756,-1.814613E-05,120.7673
14.00013,33.52382,-746.2945,-1.81756E-05,120.9635
14.02013,33.56631,-748.7173,-1.820508E-05,121.1597
14.04013,33.6088,-751.144,-1.823455E-05,121.3559
14.06013,33.65128,-753.5747,-1.826403E-05,121.552
14.08013,33.69377,-756.0093,-1.82935E-05,121.7482
14.10013,33.73626,-758.4478,-1.832298E-05,121.9444
14.12013,33.77875,-760.8903,-1.835245E-05,122.1405
14.14013,33.82124,-763.3366,-1.838193E-05,122.3367
14.16013,33.86372,-765.7869,-1.84114E-05,122.5329
14.18013,33.90621,-768.2411,-1.844088E-05,122.729
14.20014,33.9487,-770.6993,-1.847035E-05,122.9252
14.22014,33.99119,-773.1613,-1.849983E-05,123.1214
14.24014,34.03368,-775.6273,-1.85293E-05,123.3175
14.26014,34.07616,-778.0972,-1.855878E-05,123.5137
14.28014,34.11865,-780.571,-1.858825E-05,123.7099
14.30014,34.16114,-783.0488,-1.861773E-05,123.906
14.32014,34.20363,-785.5305,-1.86472E-05,124.1022
14.34014,34.24612,-788.0161,-1.867668E-05,124.2984
14.36014,34.2886,-790.5056,-1.870615E-05,124.4945
14.38014,34.33109,-792.9991,-1.873563E-05,124.6907
14.40014,34.37358,-795.4965,-1.87651E-05,124.8869
14.42014,34.41607,-797.9977,-1.879458E-05,125.0831
14.44014,34.45856,-800.503,-1.882405E-05,125.2792
14.46014,34.50105,-803.0121,-1.885353E-05,125.4754
14.48014,34.54353,-805.5252,-1.8883E-05,125.6716
14.50014,34.58602,-808.0422,-1.891248E-05,125.8677
14.52014,34.62851,-810.5631,-1.894195E-05,126.0639
14.54014,34.671,-813.088,-1.897143E-05,126.2601
14.56014,34.71349,-815.6167,-1.90009E-05,126.4562
14.58014,34.75597,-818.1494,-1.903038E-05,126.6524
14.60014,34.79846,-820.686,-1.905985E-05,126.8486
14.62014,34.84095,-823.2266,-1.908933E-05,127.0447
14.64015,34.88344,-825.771,-1.91188E-05,127.2409
14.66015,34.92593,-828.3194,-1.914828E-05,127.4371
14.68015,34.96841,-830.8717,-1.917775E-05,127.6333
14.70015,35.0109,-833.4279,-1.920723E-05,127.8294
14.72015,35.05339,-835.9881,-1.92367E-05,128.0256
14.74015,35.09588,-838.5522,-1.926618E-05,128.2218
14.76015,35.13837,-841.1202,-1.929565E-05,128.418
14.78015,35.18085,-843.6921,-1.932513E-05,128.6141
14.80015,35.22334,-846.268,-1.93546E-05,128.8103
14.82015,35.26583,-848.8478,-1.938408E-05,129.0065
14.84015,35.30832,-851.4315,-1.941355E-05,129.2026
14.86015,35.35081,-854.0191,-1.944302E-05,129.3988
14.88015,35.3933,-856.6107,-1.94725E-05,129.595
14.90015,35.43578,-859.2061,-1.950197E-05,129.7911
14.92015,35.47827,-861.8055,-1.953145E-05,129.9873
14.94015,35.52076,-864.4089,-1.956092E-05,130.1835
14.96015,35.56325,-867.0161,-1.95904E-05,130.3797
14.98015,35.60574,-869.6273,-1.961987E-05,130.5758
15.00015,35.64822,-872.2424,-1.964935E-05,130.772
15.02015,35.69071,-874.8614,-1.967882E-05,130.9682
15.04015,35.7332,-877.4843,-1.97083E-05,131.1644
15.06015,35.77569,-880.1112,-1.973777E-05,131.3605
15.08016,35.81818,-882.742,-1.976725E-05,131.5567
15.10016,35.86066,-885.3767,-1.979672E-05,131.7529
15.12016,35.90315,-888.0153,-1.98262E-05,131.949
15.14016,35.94564,-890.6579,-1.985567E-05,132.1452
15.16016,35.98813,-893.3044,-1.988515E-05,132.3414
15.18016,36.03062,-895.9548,-1.991462E-05,132.5376
15.20016,36.0731,-898.6091,-1.99441E-05,132.7337
15.22016,36.11559,-901.2674,-1.997357E-05,132.9299
15.24016,36.15808,-903.9296,-2.000305E-05,133.1261
15.26016,36.20057,-906.5956,-2.003252E-05,133.3222
15.28016,36.24306,-909.2657,-2.0062E-05,133.5184
15.30016,36.28555,-911.9396,-2.009147E-05,133.7146
15.32016,36.32803,-914.6175,-2.012095E-05,133.9108
15.34016,36.37052,-917.2993,-2.015042E-05,134.1069
15.36016,36.41301,-919.985,-2.01799E-05,134.3031
15.38016,36.4555,-922.6747,-2.020937E-05,134.4993
15.40016,36.49799,-925.3683,-2.023885E-05,134.6954
15.42016,36.54047,-928.0658,-2.026832E-05,134.8916
15.44016,36.58296,-930.7672,-2.02978E-05,135.0878
15.46016,36.62545,-933.4725,-2.032727E-05,135.284
15.48016,36.66794,-936.1818,-2.035675E-05,135.4801
15.50016,36.71043,-938.895,-2.038622E-05,135.6763
15.52017,36.75291,-941.6121,-2.04157E-05,135.8725
15.54017,36.7954,-944.3332,-2.044517E-05,136.0687
15.56017,36.83789,-947.0582,-2.047465E-05,136.2648
15.58017,36.88038,-949.787,-2.050412E-05,136.461
15.60017,36.92287,-952.5198,-2.05336E-05,136.6572
15.62017,36.96535,-955.2566,-2.056307E-05,136.8534
15.64017,37.00784,-957.9973,-2.059255E-05,137.0495
15.66017,37.05033,-960.7418,-2.062202E-05,137.2457
15.68017,37.09282,-963.4904,-2.06515E-05,137.4419
15.70017,37.13531,-966.2428,-2.068097E-05,137.6381
15.72017,37.1778,-968.9991,-2.071045E-05,137.8342
15.74017,37.22028,-971.7594,-2.073992E-05,138.0304
15.76017,37.26277,-974.5236,-2.07694E-05,138.2266
15.78017,37.30526,-977.2917,-2.079887E-05,138.4227
15.80017,37.34775,-980.0638,-2.082835E-05,138.6189
15.82017,37.39024,-982.8398,-2.085782E-05,138.8151
15.84017,37.43272,-985.6197,-2.08873E-05,139.0113
15.86017,37.47521,-988.4035,-2.091677E-05,139.2074
15.88017,37.5177,-991.1912,-2.094625E-05,139.4036
15.90017,37.56019,-993.9829,-2.097572E-05,139.5998
15.92017,37.60268,-996.7785,-2.100519E-05,139.796
15.94018,37.64516,-999.578,-2.103467E-05,139.9921
15.96018,37.68765,-1002.381,-2.106414E-05,140.1883
15.98018,37.73014,-1005.189,-2.109362E-05,140.3845
16.00018,37.77263,-1008,-2.112309E-05,140.5807
16.02018,37.81512,-1010.815,-2.115257E-05,140.7769
16.04018,37.8576,-1013.635,-2.118204E-05,140.973
16.06018,37.90009,-1016.458,-2.121152E-05,141.1692
16.08018,37.94258,-1019.285,-2.124099E-05,141.3654
16.10018,37.98507,-1022.115,-2.127047E-05,141.5616
16.12018,38.02756,-1024.95,-2.129994E-05,141.7577
16.14018,38.07005,-1027.789,-2.132942E-05,141.9539
16.16018,38.11253,-1030.632,-2.135889E-05,142.1501
16.18018,38.15502,-1033.478,-2.138837E-05,142.3463
16.20018,38.19751,-1036.329,-2.141784E-05,142.5424
16.22018,38.24,-1039.183,-2.144732E-05,142.7386
16.24018,38.28249,-1042.042,-2.147679E-05,142.9348
16.26018,38.32497,-1044.904,-2.150627E-05,143.131
16.28018,38.36746,-1047.77,-2.153574E-05,143.3271
16.30018,38.40995,-1050.64,-2.156522E-05,143.5233
16.32018,38.45244,-1053.514,-2.159469E-05,143.7195
16.34018,38.49493,-1056.392,-2.162417E-05,143.9157
16.36018,38.53741,-1059.274,-2.165364E-05,144.1118
16.38018,38.5799,-1062.16,-2.168312E-05,144.308
16.40018,38.62239,-1065.05,-2.171259E-05,144.5042
16.42019,38.66488,-1067.944,-2.174207E-05,144.7004
16.44019,38.70737,-1070.841,-2.177154E-05,144.8965
16.46019,38.74986,-1073.743,-2.180102E-05,145.0927
16.48019,38.79234,-1076.648,-2.183049E-05,145.2889
16.50019,38.83483,-1079.558,-2.185997E-05,145.4851
16.52019,38.87732,-1082.471,-2.188944E-05,145.6812
16.54019,38.91981,-1085.388,-2.191892E-05,145.8774
16.56019,38.9623,-1088.309,-2.194839E-05,146.0736
16.58019,39.00478,-1091.234,-2.197787E-05,146.2698
16.60019,39.04727,-1094.163,-2.200734E-05,146.466
16.62019,39.08976,-1097.096,-2.203682E-05,146.6621
16.64019,39.13225,-1100.033,-2.206629E-05,146.8583
16.66019,39.17474,-1102.974,-2.209577E-05,147.0545
16.68019,39.21722,-1105.919,-2.212524E-05,147.2507
16.70019,39.25971,-1108.867,-2.215472E-05,147.4468
16.72019,39.3022,-1111.82,-2.218419E-05,147.643
16.74019,39.34469,-1114.776,-2.221367E-05,147.8392
16.76019,39.38718,-1117.737,-2.224314E-05,148.0354
16.78019,39.42966,-1120.701,-2.227262E-05,148.2316
16.80019,39.47215,-1123.669,-2.230209E-05,148.4277
16.82019,39.51464,-1126.642,-2.233157E-05,148.6239
16.84019,39.55713,-1129.618,-2.236104E-05,148.8201
16.8602,39.59962,-1132.598,-2.239052E-05,149.0163
16.8802,39.64211,-1135.582,-2.241999E-05,149.2124
16.9002,39.68459,-1138.569,-2.244947E-05,149.4086
16.9202,39.72708,-1141.561,-2.247894E-05,149.6048
16.9402,39.76957,-1144.557,-2.250841E-05,149.801
16.9602,39.81206,-1147.557,-2.253789E-05,149.9971
16.9802,39.85455,-1150.56,-2.256736E-05,150.1933
17.0002,39.89703,-1153.568,-2.259684E-05,150.3895
17.0202,39.93952,-1156.579,-2.262631E-05,150.5857
17.0402,39.98201,-1159.594,-2.265579E-05,150.7819
17.0602,40.0245,-1162.614,-2.268526E-05,150.978
17.0802,40.06699,-1165.637,-2.271474E-05,151.1742
17.1002,40.10947,-1168.664,-2.274421E-05,151.3704
17.1202,40.15196,-1171.695,-2.277369E-05,151.5666
17.1402,40.19445,-1174.73,-2.280316E-05,151.7628
17.1602,40.23694,-1177.769,-2.283264E-05,151.9589
17.1802,40.27943,-1180.812,-2.286211E-05,152.1551
17.2002,40.32191,-1183.859,-2.289159E-05,152.3513
17.2202,40.3644,-1186.909,-2.292106E-05,152.5475
17.2402,40.40689,-1189.964,-2.295054E-05,152.7436
17.2602,40.44938,-1193.022,-2.298001E-05,152.9398
17.2802,40.49187,-1196.085,-2.300949E-05,153.136
17.30021,40.53436,-1199.151,-2.303896E-05,153.3322
17.32021,40.57684,-1202.221,-2.306844E-05,153.5284
17.34021,40.61933,-1205.296,-2.309791E-05,153.7245
17.36021,40.66182,-1208.374,-2.312739E-05,153.9207
17.38021,40.70431,-1211.456,-2.315686E-05,154.1169
17.40021,40.7468,-1214.542,-2.318634E-05,154.3131
17.42021,40.78928,-1217.631,-2.321581E-05,154.5092
17.44021,40.83177,-1220.725,-2.324529E-05,154.7054
17.46021,40.87426,-1223.823,-2.327476E-05,154.9016
17.48021,40.91675,-1226.925,-2.330424E-05,155.0978
17.50021,40.95924,-1230.03,-2.333371E-05,155.294
17.52021,41.00172,-1233.14,-2.336319E-05,155.4901
17.54021,41.04421,-1236.253,-2.339266E-05,155.6863
17.56021,41.0867,-1239.371,-2.342214E-05,155.8825
17.58021,41.12919,-1242.492,-2.345161E-05,156.0787
17.60021,41.17168,-1245.617,-2.348109E-05,156.2749
17.62021,41.21416,-1248.746,-2.351056E-05,156.471
17.64021,41.25665,-1251.879,-2.354004E-05,156.6672
17.66021,41.29914,-1255.016,-2.356951E-05,156.8634
17.68021,41.34163,-1258.157,-2.359899E-05,157.0596
17.70021,41.38412,-1261.302,-2.362846E-05,157.2558
17.72021,41.42661,-1264.451,-2.365794E-05,157.4519
17.74022,41.46909,-1267.604,-2.368741E-05,157.6481
17.76022,41.51158,-1270.76,-2.371689E-05,157.8443
17.78022,41.55407,-1273.921,-2.374636E-05,158.0405
17.80022,41.59656,-1277.085,-2.377584E-05,158.2367
17.82022,41.63905,-1280.253,-2.380531E-05,158.4328
17.84022,41.68153,-1283.426,-2.383479E-05,158.629
17.86022,41.72402,-1286.602,-2.386426E-05,158.8252
17.88022,41.76651,-1289.782,-2.389374E-05,159.0214
17.90022,41.809,-1292.966,-2.392321E-05,159.2176
17.92022,41.85149,-1296.154,-2.395269E-05,159.4137
17.94022,41.89397,-1299.346,-2.398216E-05,159.6099
17.96022,41.93646,-1302.542,-2.401164E-05,159.8061
17.98022,41.97895,-1305.742,-2.404111E-05,160.0023
18.00022,42.02144,-1308.945,-2.407058E-05,160.1985
18.02022,42.06393,-1312.153,-2.410006E-05,160.3946
18.04022,42.10641,-1315.365,-2.412953E-05,160.5908
18.06022,42.1489,-1318.58,-2.415901E-05,160.787
18.08022,42.19139,-1321.799,-2.418848E-05,160.9832
18.10022,42.23388,-1325.023,-2.421796E-05,161.1794
18.12022,42.27637,-1328.25,-2.424743E-05,161.3755
18.14022,42.31886,-1331.481,-2.427691E-05,161.5717
18.16022,42.36134,-1334.716,-2.430638E-05,161.7679
18.18023,42.40383,-1337.955,-2.433586E-05,161.9641
18.20023,42.44632,-1341.198,-2.436533E-05,162.1603
18.22023,42.48881,-1344.445,-2.439481E-05,162.3564
18.24023,42.5313,-1347.696,-2.442428E-05,162.5526
18.26023,42.57378,-1350.95,-2.445376E-05,162.7488
18.28023,42.61627,-1354.209,-2.448323E-05,162.945
18.30023,42.65876,-1357.471,-2.451271E-05,163.1412
18.32023,42.70125,-1360.738,-2.454218E-05,163.3373
18.34023,42.74374,-1364.008,-2.457166E-05,163.5335
18.36023,42.78622,-1367.283,-2.460113E-05,163.7297
18.38023,42.82871,-1370.561,-2.463061E-05,163.9259
18.40023,42.8712,-1373.843,-2.466008E-05,164.1221
18.42023,42.91369,-1377.129,-2.468956E-05,164.3183
18.44023,42.95618,-1380.419,-2.471903E-05,164.5144
18.46023,42.99866,-1383.713,-2.474851E-05,164.7106
18.48023,43.04115,-1387.011,-2.477798E-05,164.9068
18.50023,43.08364,-1390.313,-2.480746E-05,165.103
18.52023,43.12613,-1393.618,-2.483693E-05,165.2992
18.54023,43.16862,-1396.928,-2.486641E-05,165.4953
18.56023,43.21111,-1400.242,-2.489588E-05,165.6915
18.58023,43.25359,-1403.559,-2.492536E-05,165.8877
18.60023,43.29608,-1406.881,-2.495483E-05,166.0839
18.62024,43.33857,-1410.206,-2.498431E-05,166.2801
18.64024,43.38106,-1413.535,-2.501378E-05,166.4762
18.66024,43.42355,-1416.868,-2.504326E-05,166.6724
