t,F(t) [cube 1],x(t) [cube 1]
16.46019,0.07587692,-6.991449
16.48019,0.07490472,-6.991454
16.50019,0.07393251,-6.991458
16.52019,0.0729603,-6.991462
16.54019,0.07198809,-6.991465
16.56019,0.07101588,-6.991468
16.58019,0.07004368,-6.99147
16.60019,0.06907146,-6.991472
16.62019,0.06809926,-6.991474
16.64019,0.06712705,-6.991475
16.66019,0.06615484,-6.991476
16.68019,0.06518263,-6.991477
16.70019,0.06421042,-6.991477
16.72019,0.06323821,-6.991477
16.74019,0.062266,-6.991476
16.76019,0.0612938,-6.991475
16.78019,0.06032159,-6.991474
16.80019,0.05934938,-6.991473
16.82019,0.05837717,-6.991471
16.84019,0.05740496,-6.991469
16.8602,0.05643275,-6.991467
16.8802,0.05546054,-6.991465
16.9002,0.05448833,-6.991463
16.9202,0.05351612,-6.99146
16.9402,0.05254391,-6.991457
16.9602,0.0515717,-6.991454
16.9802,0.05059949,-6.991451
17.0002,0.04962728,-6.991447
17.0202,0.04865507,-6.991444
17.0402,0.04768287,-6.99144
17.0602,0.04671066,-6.991436
17.0802,0.04573845,-6.991433
17.1002,0.04476624,-6.991429
17.1202,0.04379402,-6.991425
17.1402,0.04282181,-6.991421
17.1602,0.04184961,-6.991417
17.1802,0.0408774,-6.991413
17.2002,0.03990519,-6.991408
17.2202,0.03893299,-6.991404
17.2402,0.03796078,-6.9914
17.2602,0.03698858,-6.991395
17.2802,0.03601637,-6.991391
17.30021,0.03504416,-6.991387
17.32021,0.03407195,-6.991383
17.34021,0.03309974,-6.991378
17.36021,0.03212754,-6.991374
17.38021,0.03115533,-6.99137
17.40021,0.03018313,-6.991366
17.42021,0.02921092,-6.991362
17.44021,0.02823871,-6.991358
17.46021,0.02726651,-6.991354
17.48021,0.0262943,-6.991351
17.50021,0.02532209,-6.991347
17.52021,0.02434989,-6.991343
17.54021,0.02337768,-6.99134
17.56021,0.02240547,-6.991336
17.58021,0.02143326,-6.991333
17.60021,0.02046106,-6.99133
17.62021,0.01948885,-6.991327
17.64021,0.01851664,-6.991324
17.66021,0.01754444,-6.991321
17.68021,0.01657223,-6.991318
17.70021,0.01560002,-6.991316
17.72021,0.01462781,-6.991313
17.74022,0.0136556,-6.991311
17.76022,0.0126834,-6.991309
17.78022,0.01171119,-6.991307
17.80022,0.01073898,-6.991305
17.82022,0.009766771,-6.991304
17.84022,0.008794563,-6.991302
17.86022,0.007822355,-6.991301
17.88022,0.006850147,-6.9913
17.90022,0.005877939,-6.991299
17.92022,0.004905731,-6.991298
17.94022,0.003933522,-6.991298
17.96022,0.002961315,-6.991297
17.98022,0.001989106,-6.991297
18.00022,0.001016898,-6.991297
18.02022,4.469086E-05,-6.991297
18.04022,0,-6.991297
18.06022,2.086376E-07,-6.991297
18.08022,2.235373E-07,-6.991297
18.10022,2.087016E-07,-6.991297
18.12022,1.939217E-07,-6.991297
18.14022,2.089573E-07,-6.991297
18.16022,1.201389E-07,-6.991297
18.18023,1.945403E-07,-6.991297
18.20023,6.559836E-07,-6.991297
18.22023,2.09977E-07,-6.991297
18.24023,2.10337E-07,-6.991297
18.26023,1.959988E-07,-6.991297
18.28023,6.713548E-07,-6.991297
18.30023,1.532516E-07,-6.991297
18.32023,1.975592E-07,-6.991297
18.34023,6.718517E-07,-6.991297
18.36023,2.279529E-07,-6.991297
18.38023,2.140073E-07,-6.991297
18.40023,2.002439E-07,-6.991297
18.42023,6.875536E-07,-6.991297
18.44023,2.305925E-07,-6.991297
18.46023,2.026956E-07,-6.991297
18.48023,0,-6.991297
18.50023,0,-6.991297
18.52023,0,-6.991297
18.54023,0,-6.991297
18.56023,0,-6.991297
18.58023,0,-6.991297
18.60023,0,-6.991297
18.62024,0,-6.991297
18.64024,0,-6.991297
18.66024,0,-6.991297
18.68024,0,-6.991297
18.70024,0,-6.991297
18.72024,0,-6.991297
18.74024,0,-6.991297
18.76024,0,-6.991297
18.78024,0,-6.991297
18.80024,0,-6.991297
18.82024,0,-6.991297
18.84024,0,-6.991297
18.86024,0,-6.991297
18.88024,0,-6.991297
18.90024,0,-6.991297
18.92024,0,-6.991297
18.94024,0,-6.991297
18.96024,0,-6.991297
18.98024,0,-6.991297
19.00024,0,-6.991297
19.02024,0,-6.991297
19.04025,0,-6.991297
19.06025,0,-6.991297
19.08025,0,-6.991297
19.10025,0,-6.991297
19.12025,0,-6.991297
19.14025,0,-6.991297
19.16025,0,-6.991297
19.18025,0,-6.991297
19.20025,0,-6.991297
19.22025,0,-6.991297
19.24025,0,-6.991297
19.26025,0,-6.991297
19.28025,0,-6.991297
19.30025,0,-6.991297
19.32025,0,-6.991297
19.34025,0,-6.991297
19.36025,0,-6.991297
19.38025,0,-6.991297
19.40025,0,-6.991297
19.42025,0,-6.991297
19.44025,0,-6.991297
19.46025,0,-6.991297
19.48026,0,-6.991297
19.50026,0,-6.991297
19.52026,0,-6.991297
19.54026,0,-6.991297
19.56026,0,-6.991297
19.58026,0,-6.991297
19.60026,0,-6.991297
19.62026,0,-6.991297
19.64026,0,-6.991297
19.66026,0,-6.991297
19.68026,0,-6.991297
19.70026,0,-6.991297
19.72026,0,-6.991297
19.74026,0,-6.991297
19.76026,0,-6.991297
19.78026,0,-6.991297
19.80026,0,-6.991297
19.82026,0,-6.991297
19.84026,0,-6.991297
19.86026,0,-6.991297
19.88026,0,-6.991297
19.90026,0,-6.991297
19.92027,0,-6.991297
19.94027,0,-6.991297
19.96027,0,-6.991297
19.98027,0,-6.991297
20.00027,0,-6.991297
20.02027,0,-6.991297
20.04027,0,-6.991297
20.06027,0,-6.991297
20.08027,0,-6.991297
20.10027,0,-6.991297
20.12027,0,-6.991297
